Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
Annales de Cardiologie et d'Angéiologie,1336,Elsevier Science,/scimag/journals/1336,/scimag/?journal=1336&page=1,91,/scimag/?journal=1336&year=2017&volume=66&issue=1,/scimag/?journal=1336&year=2018&volume=67&issue=1,/scimag/?journal=1336&year=2019&volume=68&issue=1,/scimag/?journal=1336&year=2020&volume=69&issue=1,
Annales de Chirurgie,1338,Elsevier Science,/scimag/journals/1338,/scimag/?journal=1338&page=1,52,,,,,
Annales de Chirurgie de la Main,1339,Elsevier Science,/scimag/journals/1339,/scimag/?journal=1339&page=1,26,,,,,
Annales de Chirurgie Plastique Esthétique,1341,Elsevier Science,/scimag/journals/1341,/scimag/?journal=1341&page=1,77,/scimag/?journal=1341&year=2017&volume=62&issue=1,/scimag/?journal=1341&year=2018&volume=63&issue=1,/scimag/?journal=1341&year=2019&volume=64&issue=1,/scimag/?journal=1341&year=2020&volume=65&issue=1,
Annales de Génétique,1344,Elsevier Science,/scimag/journals/1344,/scimag/?journal=1344&page=1,10,,,,,
Annales de l'Institut Henri Poincare (B) Probability and Statistics,1350,Elsevier Science,/scimag/journals/1350,/scimag/?journal=1350&page=1,44,/scimag/?journal=1350&year=2017&volume=53&issue=1,/scimag/?journal=1350&year=2018&volume=54&issue=1,/scimag/?journal=1350&year=2019&volume=55&issue=1,,
Annales de l'Institut Henri Poincare (C) Non Linear Analysis,1351,Elsevier Science,/scimag/journals/1351,/scimag/?journal=1351&page=1,67,/scimag/?journal=1351&year=2017&volume=34&issue=1,/scimag/?journal=1351&year=2018&volume=35&issue=1,/scimag/?journal=1351&year=2019&volume=36&issue=1,/scimag/?journal=1351&year=2020&volume=37&issue=1,
Annales de l'Institut Pasteur / Actualités,1352,Elsevier Science,/scimag/journals/1352,/scimag/?journal=1352&page=1,9,,,,,
Annales de l'Institut Pasteur / Immunologie,1353,Elsevier Science,/scimag/journals/1353,/scimag/?journal=1353&page=1,37,,,,,
Annales de l'Institut Pasteur / Microbiologie,1354,Elsevier Science,/scimag/journals/1354,/scimag/?journal=1354&page=1,29,,,,,
Annales de l'Institut Pasteur / Virologie,1355,Elsevier Science,/scimag/journals/1355,/scimag/?journal=1355&page=1,29,,,,,
Annales de Paléontologie,1356,Elsevier Science,/scimag/journals/1356,/scimag/?journal=1356&page=1,21,/scimag/?journal=1356&year=2017&volume=103&issue=1,/scimag/?journal=1356&year=2018&volume=104&issue=1,/scimag/?journal=1356&year=2019&volume=105&issue=1,/scimag/?journal=1356&year=2020&volume=106&issue=1,
Annales de Réadaptation et de Médecine Physique,1359,Elsevier Science,/scimag/journals/1359,/scimag/?journal=1359&page=1,102,,,,,
Annales des Ponts et Chaussées,1363,Elsevier Science,/scimag/journals/1363,/scimag/?journal=1363&page=1,2,,,,,
Annales des Sciences Naturelles - Zoologie et Biologie Animale,1366,Elsevier Science,/scimag/journals/1366,/scimag/?journal=1366&page=1,2,,,,,
Annales Françaises d'Anesthésie et de Réanimation,1369,Elsevier Science,/scimag/journals/1369,/scimag/?journal=1369&page=1,457,,,,,
"Annales Médico-psychologiques, revue psychiatrique",1377,Elsevier Science,/scimag/journals/1377,/scimag/?journal=1377&page=1,150,/scimag/?journal=1377&year=2017&volume=175&issue=1,/scimag/?journal=1377&year=2018&volume=176&issue=1,/scimag/?journal=1377&year=2019&volume=177&issue=1,/scimag/?journal=1377&year=2020&volume=178&issue=1,
"Annals of Allergy, Asthma & Immunology",1415,Elsevier Science,/scimag/journals/1415,/scimag/?journal=1415&page=1,361,/scimag/?journal=1415&year=2017&volume=118&issue=1,/scimag/?journal=1415&year=2018&volume=120&issue=1,/scimag/?journal=1415&year=2019&volume=122&issue=1,/scimag/?journal=1415&year=2020&volume=124&issue=1,/scimag/?journal=1415&year=2021&volume=126&issue=1
Annals of Anatomy - Anatomischer Anzeiger,1416,Elsevier Science,/scimag/journals/1416,/scimag/?journal=1416&page=1,143,/scimag/?journal=1416&year=2017&volume=209&issue=,/scimag/?journal=1416&year=2018&volume=215&issue=,/scimag/?journal=1416&year=2019&volume=221&issue=,/scimag/?journal=1416&year=2020&volume=227&issue=,/scimag/?journal=1416&year=2021&volume=233&issue=
Annals of Diagnostic Pathology,1433,Elsevier Science,/scimag/journals/1433,/scimag/?journal=1433&page=1,91,/scimag/?journal=1433&year=2017&volume=26&issue=,/scimag/?journal=1433&year=2018&volume=32&issue=,/scimag/?journal=1433&year=2019&volume=38&issue=,/scimag/?journal=1433&year=2020&volume=44&issue=,/scimag/?journal=1433&year=2021&volume=50&issue=
Annals of Emergency Medicine,1435,Elsevier Science,/scimag/journals/1435,/scimag/?journal=1435&page=1,1195,/scimag/?journal=1435&year=2017&volume=69&issue=1,/scimag/?journal=1435&year=2018&volume=71&issue=1,/scimag/?journal=1435&year=2019&volume=73&issue=1,/scimag/?journal=1435&year=2020&volume=75&issue=1,/scimag/?journal=1435&year=2021&volume=77&issue=1
Annals of Epidemiology,1436,Elsevier Science,/scimag/journals/1436,/scimag/?journal=1436&page=1,229,/scimag/?journal=1436&year=2017&volume=27&issue=1,/scimag/?journal=1436&year=2018&volume=28&issue=1,/scimag/?journal=1436&year=2019&volume=30&issue=,/scimag/?journal=1436&year=2020&volume=42&issue=,/scimag/?journal=1436&year=2021&volume=53&issue=
Annals of Mathematical Logic,1456,Elsevier Science,/scimag/journals/1456,/scimag/?journal=1456&page=1,11,,,,,
Annals of Nuclear Energy,1466,Elsevier Science,/scimag/journals/1466,/scimag/?journal=1466&page=1,395,/scimag/?journal=1466&year=2017&volume=99&issue=,/scimag/?journal=1466&year=2018&volume=111&issue=,/scimag/?journal=1466&year=2019&volume=123&issue=,/scimag/?journal=1466&year=2020&volume=135&issue=,/scimag/?journal=1466&year=2021&volume=150&issue=
Annals of Nuclear Science and Engineering,1468,Elsevier Science,/scimag/journals/1468,/scimag/?journal=1468&page=1,5,,,,,
Annals of Physics,1480,Elsevier Science,/scimag/journals/1480,/scimag/?journal=1480&page=1,464,/scimag/?journal=1480&year=2017&volume=376&issue=,/scimag/?journal=1480&year=2018&volume=388&issue=,/scimag/?journal=1480&year=2019&volume=400&issue=,/scimag/?journal=1480&year=2020&volume=412&issue=,/scimag/?journal=1480&year=2021&volume=424&issue=
Annals of Pure and Applied Logic,1483,Elsevier Science,/scimag/journals/1483,/scimag/?journal=1483&page=1,115,/scimag/?journal=1483&year=2017&volume=168&issue=1,/scimag/?journal=1483&year=2018&volume=169&issue=1,/scimag/?journal=1483&year=2019&volume=170&issue=1,/scimag/?journal=1483&year=2020&volume=171&issue=1,/scimag/?journal=1483&year=2021&volume=172&issue=1
Annals of the ICRP,1500,Elsevier Science,/scimag/journals/1500,/scimag/?journal=1500&page=1,60,/scimag/?journal=1500&year=2017&volume=46&issue=1,/scimag/?journal=1500&year=2018&volume=47&issue=1,/scimag/?journal=1500&year=2019&volume=48&issue=1,/scimag/?journal=1500&year=2020&volume=49&issue=1,/scimag/?journal=1500&year=2021&volume=50&issue=1
Annals of the ICRP/ICRP Publication,1501,Elsevier Science,/scimag/journals/1501,/scimag/?journal=1501&page=1,4,,,,,
Annals of Tourism Research,1512,Elsevier Science,/scimag/journals/1512,/scimag/?journal=1512&page=1,226,/scimag/?journal=1512&year=2017&volume=62&issue=,/scimag/?journal=1512&year=2018&volume=68&issue=,/scimag/?journal=1512&year=2019&volume=74&issue=,/scimag/?journal=1512&year=2020&volume=80&issue=,/scimag/?journal=1512&year=2021&volume=86&issue=
Annual Review in Automatic Programming,1535,Elsevier Science,/scimag/journals/1535,/scimag/?journal=1535&page=1,30,,,,,
Annual Review of Fish Diseases,1562,Elsevier Science,/scimag/journals/1562,/scimag/?journal=1562&page=1,5,,,,,
Annual Reviews in Control,1593,Elsevier Science,/scimag/journals/1593,/scimag/?journal=1593&page=1,30,/scimag/?journal=1593&year=2017&volume=43&issue=,/scimag/?journal=1593&year=2018&volume=45&issue=,/scimag/?journal=1593&year=2019&volume=47&issue=,/scimag/?journal=1593&year=2020&volume=49&issue=,
Antimicrobic Newsletter,1642,Elsevier Science,/scimag/journals/1642,/scimag/?journal=1642&page=1,12,,,,,
Antimicrobics and Infectious Diseases Newsletter,1643,Elsevier Science,/scimag/journals/1643,/scimag/?journal=1643&page=1,8,,,,,
Antiviral Research,1652,Elsevier Science,/scimag/journals/1652,/scimag/?journal=1652&page=1,323,/scimag/?journal=1652&year=2017&volume=137&issue=,/scimag/?journal=1652&year=2018&volume=149&issue=,/scimag/?journal=1652&year=2019&volume=161&issue=,/scimag/?journal=1652&year=2020&volume=173&issue=,/scimag/?journal=1652&year=2021&volume=185&issue=
AORN Journal,1672,Elsevier Science,/scimag/journals/1672,/scimag/?journal=1672&page=1,791,/scimag/?journal=1672&year=2017&volume=105&issue=1,/scimag/?journal=1672&year=2018&volume=107&issue=1,/scimag/?journal=1672&year=2019&volume=109&issue=1,/scimag/?journal=1672&year=2020&volume=111&issue=1,
Appetite,1683,Elsevier Science,/scimag/journals/1683,/scimag/?journal=1683&page=1,384,/scimag/?journal=1683&year=2017&volume=108&issue=,/scimag/?journal=1683&year=2018&volume=120&issue=,/scimag/?journal=1683&year=2019&volume=132&issue=,/scimag/?journal=1683&year=2020&volume=144&issue=,/scimag/?journal=1683&year=2021&volume=156&issue=
Applications of Surface Science,1689,Elsevier Science,/scimag/journals/1689,/scimag/?journal=1689&page=1,40,,,,,
Applied Acoustics,1691,Elsevier Science,/scimag/journals/1691,/scimag/?journal=1691&page=1,253,/scimag/?journal=1691&year=2017&volume=115&issue=,/scimag/?journal=1691&year=2018&volume=129&issue=,/scimag/?journal=1691&year=2019&volume=143&issue=,/scimag/?journal=1691&year=2020&volume=157&issue=,/scimag/?journal=1691&year=2021&volume=171&issue=
Applied and Computational Harmonic Analysis,1692,Elsevier Science,/scimag/journals/1692,/scimag/?journal=1692&page=1,56,/scimag/?journal=1692&year=2017&volume=42&issue=1,/scimag/?journal=1692&year=2018&volume=44&issue=1,/scimag/?journal=1692&year=2019&volume=46&issue=1,/scimag/?journal=1692&year=2020&volume=48&issue=1,/scimag/?journal=1692&year=2021&volume=50&issue=
Applied and Preventive Psychology,1695,Elsevier Science,/scimag/journals/1695,/scimag/?journal=1695&page=1,15,,,,,
Applied Animal Behaviour Science,1696,Elsevier Science,/scimag/journals/1696,/scimag/?journal=1696&page=1,245,/scimag/?journal=1696&year=2017&volume=186&issue=,/scimag/?journal=1696&year=2018&volume=198&issue=,/scimag/?journal=1696&year=2019&volume=211&issue=,/scimag/?journal=1696&year=2020&volume=222&issue=,/scimag/?journal=1696&year=2021&volume=234&issue=
Applied Animal Ethology,1697,Elsevier Science,/scimag/journals/1697,/scimag/?journal=1697&page=1,29,,,,,
Applied Behavioral Science Review,1699,Elsevier Science,/scimag/journals/1699,/scimag/?journal=1699&page=1,5,,,,,
Applied Catalysis,1704,Elsevier Science,/scimag/journals/1704,/scimag/?journal=1704&page=1,179,,,,,
Applied Catalysis A: General,1705,Elsevier Science,/scimag/journals/1705,/scimag/?journal=1705&page=1,647,/scimag/?journal=1705&year=2017&volume=529&issue=,/scimag/?journal=1705&year=2018&volume=549&issue=,/scimag/?journal=1705&year=2019&volume=569&issue=,/scimag/?journal=1705&year=2020&volume=589&issue=,/scimag/?journal=1705&year=2021&volume=609&issue=
Applied Catalysis B: Environmental,1706,Elsevier Science,/scimag/journals/1706,/scimag/?journal=1706&page=1,522,/scimag/?journal=1706&year=2017&volume=200&issue=,/scimag/?journal=1706&year=2018&volume=220&issue=,/scimag/?journal=1706&year=2019&volume=240&issue=,/scimag/?journal=1706&year=2020&volume=260&issue=,/scimag/?journal=1706&year=2021&volume=280&issue=
Applied Clay Science,1708,Elsevier Science,/scimag/journals/1708,/scimag/?journal=1708&page=1,234,/scimag/?journal=1708&year=2017&volume=135&issue=,/scimag/?journal=1708&year=2018&volume=151&issue=,/scimag/?journal=1708&year=2019&volume=167&issue=,/scimag/?journal=1708&year=2020&volume=184&issue=,
Applied Energy,1720,Elsevier Science,/scimag/journals/1720,/scimag/?journal=1720&page=1,670,/scimag/?journal=1720&year=2017&volume=185&issue=,/scimag/?journal=1720&year=2018&volume=209&issue=,/scimag/?journal=1720&year=2019&volume=233-234&issue=,/scimag/?journal=1720&year=2020&volume=257&issue=,/scimag/?journal=1720&year=2021&volume=281&issue=
Applied Ergonomics,1723,Elsevier Science,/scimag/journals/1723,/scimag/?journal=1723&page=1,404,/scimag/?journal=1723&year=2017&volume=58&issue=,/scimag/?journal=1723&year=2018&volume=66&issue=,/scimag/?journal=1723&year=2019&volume=74&issue=,/scimag/?journal=1723&year=2020&volume=82&issue=,/scimag/?journal=1723&year=2021&volume=90&issue=
Applied Geochemistry,1726,Elsevier Science,/scimag/journals/1726,/scimag/?journal=1726&page=1,226,/scimag/?journal=1726&year=2017&volume=76&issue=,/scimag/?journal=1726&year=2018&volume=88&issue=,/scimag/?journal=1726&year=2019&volume=100&issue=,/scimag/?journal=1726&year=2020&volume=112&issue=,/scimag/?journal=1726&year=2021&volume=124&issue=
Applied Geography,1728,Elsevier Science,/scimag/journals/1728,/scimag/?journal=1728&page=1,125,/scimag/?journal=1728&year=2017&volume=78&issue=,/scimag/?journal=1728&year=2018&volume=90&issue=,/scimag/?journal=1728&year=2019&volume=102&issue=,/scimag/?journal=1728&year=2020&volume=114&issue=,/scimag/?journal=1728&year=2021&volume=126&issue=
Applied Mathematical Modelling,1742,Elsevier Science,/scimag/journals/1742,/scimag/?journal=1742&page=1,398,/scimag/?journal=1742&year=2017&volume=41&issue=,/scimag/?journal=1742&year=2018&volume=53&issue=,/scimag/?journal=1742&year=2019&volume=65&issue=,/scimag/?journal=1742&year=2020&volume=77&issue=,/scimag/?journal=1742&year=2021&volume=89&issue=
Applied Mathematics and Computation,1746,Elsevier Science,/scimag/journals/1746,/scimag/?journal=1746&page=1,854,/scimag/?journal=1746&year=2017&volume=292&issue=,/scimag/?journal=1746&year=2018&volume=316&issue=,/scimag/?journal=1746&year=2019&volume=340&issue=,/scimag/?journal=1746&year=2020&volume=364&issue=,/scimag/?journal=1746&year=2021&volume=388&issue=
Applied Mathematics Letters,1748,Elsevier Science,/scimag/journals/1748,/scimag/?journal=1748&page=1,296,/scimag/?journal=1748&year=2017&volume=63&issue=,/scimag/?journal=1748&year=2018&volume=75&issue=,/scimag/?journal=1748&year=2019&volume=87&issue=,/scimag/?journal=1748&year=2020&volume=99&issue=,/scimag/?journal=1748&year=2021&volume=111&issue=
Applied Numerical Mathematics,1759,Elsevier Science,/scimag/journals/1759,/scimag/?journal=1759&page=1,169,/scimag/?journal=1759&year=2017&volume=111&issue=,/scimag/?journal=1759&year=2018&volume=123&issue=,/scimag/?journal=1759&year=2019&volume=135&issue=,/scimag/?journal=1759&year=2020&volume=147&issue=,/scimag/?journal=1759&year=2021&volume=159&issue=
Applied Nursing Research,1760,Elsevier Science,/scimag/journals/1760,/scimag/?journal=1760&page=1,85,/scimag/?journal=1760&year=2017&volume=33&issue=,/scimag/?journal=1760&year=2018&volume=39&issue=,/scimag/?journal=1760&year=2019&volume=45&issue=,/scimag/?journal=1760&year=2020&volume=51&issue=,/scimag/?journal=1760&year=2021&volume=57&issue=
Applied Ocean Research,1762,Elsevier Science,/scimag/journals/1762,/scimag/?journal=1762&page=1,116,/scimag/?journal=1762&year=2017&volume=62&issue=,/scimag/?journal=1762&year=2018&volume=70&issue=,/scimag/?journal=1762&year=2019&volume=82&issue=,/scimag/?journal=1762&year=2020&volume=94&issue=,/scimag/?journal=1762&year=2021&volume=106&issue=
Applied Radiation and Isotopes,1780,Elsevier Science,/scimag/journals/1780,/scimag/?journal=1780&page=1,397,/scimag/?journal=1780&year=2017&volume=119&issue=,/scimag/?journal=1780&year=2018&volume=131&issue=,/scimag/?journal=1780&year=2019&volume=143&issue=,/scimag/?journal=1780&year=2020&volume=155&issue=,/scimag/?journal=1780&year=2021&volume=167&issue=
Applied Research in Mental Retardation,1782,Elsevier Science,/scimag/journals/1782,/scimag/?journal=1782&page=1,15,,,,,
Applied Soft Computing,1788,Elsevier Science,/scimag/journals/1788,/scimag/?journal=1788&page=1,270,/scimag/?journal=1788&year=2017&volume=50&issue=,/scimag/?journal=1788&year=2018&volume=62&issue=,/scimag/?journal=1788&year=2019&volume=74&issue=,/scimag/?journal=1788&year=2020&volume=86&issue=,/scimag/?journal=1788&year=2021&volume=98&issue=
Applied Soil Ecology,1789,Elsevier Science,/scimag/journals/1789,/scimag/?journal=1789&page=1,158,/scimag/?journal=1789&year=2017&volume=109&issue=,/scimag/?journal=1789&year=2018&volume=122&issue=,/scimag/?journal=1789&year=2019&volume=133&issue=,/scimag/?journal=1789&year=2020&volume=145&issue=,/scimag/?journal=1789&year=2021&volume=157&issue=
Applied Superconductivity,1796,Elsevier Science,/scimag/journals/1796,/scimag/?journal=1796&page=1,25,,,,,
Applied Surface Science,1797,Elsevier Science,/scimag/journals/1797,/scimag/?journal=1797&page=1,1977,/scimag/?journal=1797&year=2017&volume=391&issue=,/scimag/?journal=1797&year=2018&volume=427&issue=,/scimag/?journal=1797&year=2019&volume=463&issue=,/scimag/?journal=1797&year=2020&volume=499&issue=,/scimag/?journal=1797&year=2021&volume=535&issue=
Applied Thermal Engineering,1798,Elsevier Science,/scimag/journals/1798,/scimag/?journal=1798&page=1,659,/scimag/?journal=1798&year=2017&volume=110&issue=,/scimag/?journal=1798&year=2018&volume=128&issue=,/scimag/?journal=1798&year=2019&volume=146&issue=,/scimag/?journal=1798&year=2020&volume=164&issue=,/scimag/?journal=1798&year=2021&volume=182&issue=
APS Journal,1804,Elsevier Science,/scimag/journals/1804,/scimag/?journal=1804&page=1,11,,,,,
Aquacultural Engineering,1813,Elsevier Science,/scimag/journals/1813,/scimag/?journal=1813&page=1,68,/scimag/?journal=1813&year=2017&volume=76&issue=,/scimag/?journal=1813&year=2018&volume=80&issue=,/scimag/?journal=1813&year=2019&volume=84&issue=,/scimag/?journal=1813&year=2020&volume=88&issue=,/scimag/?journal=1813&year=2021&volume=92&issue=
Aquaculture,1814,Elsevier Science,/scimag/journals/1814,/scimag/?journal=1814&page=1,789,/scimag/?journal=1814&year=2017&volume=466&issue=,/scimag/?journal=1814&year=2018&volume=482&issue=,/scimag/?journal=1814&year=2019&volume=498&issue=,/scimag/?journal=1814&year=2020&volume=514&issue=,/scimag/?journal=1814&year=2021&volume=530&issue=
Aquatic Botany,1823,Elsevier Science,/scimag/journals/1823,/scimag/?journal=1823&page=1,173,/scimag/?journal=1823&year=2017&volume=136&issue=,/scimag/?journal=1823&year=2018&volume=144&issue=,/scimag/?journal=1823&year=2019&volume=152&issue=,/scimag/?journal=1823&year=2020&volume=160&issue=,/scimag/?journal=1823&year=2021&volume=168&issue=
